Experiment,Plate,Colony,Orientation,Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL,MTP,,
A,6,NA,NA,E2,SD_White17_0W,S1_Assay,UNKNOWN,SYBR,None,33.3901,33.2015,0.2668,0.0011,0.0012,0.0002,TRUE,0.0776,TRUE,3,29,72.7515,,,,N,N,N,N,N,,
A,6,NA,NA,E3,SD_White19_0W,S1_Assay,UNKNOWN,SYBR,None,34.3491,34.0136,0.4745,0.0006,0.0007,0.0002,TRUE,0.0776,TRUE,3,31,66.3473,77.0774,,,N,N,N,N,Y,,
A,6,NA,NA,E4,SD_White19_0W,S1_Assay,UNKNOWN,SYBR,None,33.678,34.0136,0.4745,0.0009,0.0007,0.0002,TRUE,0.0776,TRUE,3,29,74.842,65.4531,,,N,N,N,N,Y,,
A,6,NA,NA,E5,DS_Yellow18_0W,S1_Assay,UNKNOWN,SYBR,None,32.4648,33.212,1.0567,0.0019,0.0013,0.0008,TRUE,0.0776,TRUE,3,29,72.7666,,,,N,Y,N,N,N,,
A,6,NA,NA,E6,DS_Yellow18_0W,S1_Assay,UNKNOWN,SYBR,None,33.9593,33.212,1.0567,0.0007,0.0013,0.0008,TRUE,0.0776,TRUE,3,30,72.9157,,,,N,Y,N,N,N,,
A,6,NA,NA,E7,DD_Red20_0W,S1_Assay,UNKNOWN,SYBR,None,33.8788,33.2713,0.8591,0.0008,0.0012,0.0006,TRUE,0.0776,TRUE,3,30,72.7278,,,,N,Y,N,N,N,,
A,6,NA,NA,E8,DD_Red20_0W,S1_Assay,UNKNOWN,SYBR,None,32.6638,33.2713,0.8591,0.0017,0.0012,0.0006,TRUE,0.0776,TRUE,3,29,72.7278,,,,N,Y,N,N,N,,
A,6,NA,NA,E9,SS_Clear16_4W,S1_Assay,UNKNOWN,SYBR,None,28.987,28.8494,0.1946,0.016,0.0175,0.0021,TRUE,0.0776,TRUE,3,25,79.593,77.0564,65.2686,,N,N,N,N,Y,,
A,6,NA,NA,E10,SS_Clear16_4W,S1_Assay,UNKNOWN,SYBR,None,28.7118,28.8494,0.1946,0.019,0.0175,0.0021,TRUE,0.0776,TRUE,3,24,72.7292,79.4438,76.9072,,N,N,N,N,Y,,
A,6,NA,NA,E11,SD_White17_4W,S1_Assay,UNKNOWN,SYBR,None,36.4259,35.4865,1.3286,0.0002,0.0003,0.0003,TRUE,0.0776,TRUE,3,32,72.8787,,,,N,Y,N,N,N,,
A,6,NA,NA,E12,SD_White17_4W,S1_Assay,UNKNOWN,SYBR,None,34.547,35.4865,1.3286,0.0005,0.0003,0.0003,TRUE,0.0776,TRUE,3,31,73.177,,,,N,Y,N,N,N,,
A,6,NA,NA,F1,SD_White17_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0748,TRUE,3,39,77.669,68.1322,,,N,N,N,Y,Y,,
A,6,NA,NA,F2,SD_White17_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0748,TRUE,3,39,77.5199,67.3871,,,N,N,N,Y,Y,,
A,6,NA,NA,F3,SD_White19_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0748,TRUE,3,39,78.7168,66.1983,,,N,N,N,Y,Y,,
A,6,NA,NA,F4,SD_White19_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0748,TRUE,3,39,78.7168,65.4531,,,N,N,N,Y,Y,,
A,6,NA,NA,F5,DS_Yellow18_0W,D1_Assay,UNKNOWN,SYBR,None,21.864,21.8552,0.0124,6.5595,6.5947,0.0498,TRUE,0.0748,TRUE,3,18,73.0647,,,,N,N,N,N,N,,
A,6,NA,NA,F6,DS_Yellow18_0W,D1_Assay,UNKNOWN,SYBR,None,21.8464,21.8552,0.0124,6.6299,6.5947,0.0498,TRUE,0.0748,TRUE,3,18,73.0647,,,,N,N,N,N,N,,
A,6,NA,NA,F7,DD_Red20_0W,D1_Assay,UNKNOWN,SYBR,None,25.9045,25.7562,0.2097,0.5627,0.6183,0.0786,TRUE,0.0748,TRUE,3,21,73.0262,,,,N,N,N,N,N,,
A,6,NA,NA,F8,DD_Red20_0W,D1_Assay,UNKNOWN,SYBR,None,25.6079,25.7562,0.2097,0.6739,0.6183,0.0786,TRUE,0.0748,TRUE,3,21,73.0262,,,,N,N,N,N,N,,
A,6,NA,NA,F9,SS_Clear16_4W,D1_Assay,UNKNOWN,SYBR,None,37.0262,37.0262,,0.0007,0.0007,,TRUE,0.0748,TRUE,3,33,74.8182,65.1194,,,N,N,N,N,Y,,
A,6,NA,NA,F10,SS_Clear16_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,37.0262,,,,,TRUE,0.0748,TRUE,3,39,78.2501,67.2084,,,N,N,N,Y,Y,,
A,6,NA,NA,F11,SD_White17_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0748,TRUE,3,39,66.0164,78.6967,,,N,N,N,Y,Y,,
A,6,NA,NA,F12,SD_White17_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0748,TRUE,3,39,67.0607,78.6967,,,N,N,N,Y,Y,,
A,6,NA,NA,G1,SD_White19_4W,A1_Assay,UNKNOWN,SYBR,None,22.5743,22.5566,0.025,5.8693,5.9536,0.1192,TRUE,0.0229,TRUE,3,20,77.0729,,,,N,N,N,N,N,,
A,6,NA,NA,G2,SD_White19_4W,A1_Assay,UNKNOWN,SYBR,None,22.5389,22.5566,0.025,6.0379,5.9536,0.1192,TRUE,0.0229,TRUE,3,21,77.0729,65.748,,,N,N,N,N,Y,,
A,6,NA,NA,G3,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,6,NA,NA,G4,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,6,NA,NA,G5,DS_Yellow18_1W,A1_Assay,UNKNOWN,SYBR,None,37.1313,36.8763,0.3607,0.0001,0.0001,0,TRUE,0.0229,TRUE,3,35,64.5707,78.2803,84.0919,,N,N,N,N,Y,,
A,6,NA,NA,G6,DS_Yellow18_1W,A1_Assay,UNKNOWN,SYBR,None,36.6213,36.8763,0.3607,0.0001,0.0001,0,TRUE,0.0229,TRUE,3,35,77.6842,64.7197,,,N,N,N,N,Y,,
A,6,NA,NA,G7,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,6,NA,NA,G8,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,6,NA,NA,G9,DD_Red20_4W,A1_Assay,UNKNOWN,SYBR,None,35.4263,37.1454,2.4313,0.0002,0.0001,0.0001,TRUE,0.0229,TRUE,3,33,77.2056,64.2241,,,N,Y,N,N,Y,,
A,6,NA,NA,G10,DD_Red20_4W,A1_Assay,UNKNOWN,SYBR,None,38.8646,37.1454,2.4313,0,0.0001,0.0001,TRUE,0.0229,TRUE,3,35,76.758,63.3289,,,N,Y,N,N,Y,,
A,6,NA,NA,G11,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,6,NA,NA,G12,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,6,NA,NA,H1,SD_White19_4W,S1_Assay,UNKNOWN,SYBR,None,30.1396,30.1787,0.0553,0.0079,0.0077,0.0003,TRUE,0.0776,TRUE,3,26,76.4769,,,,N,N,N,N,N,,
A,6,NA,NA,H2,SD_White19_4W,S1_Assay,UNKNOWN,SYBR,None,30.2178,30.1787,0.0553,0.0075,0.0077,0.0003,TRUE,0.0776,TRUE,3,26,79.9041,77.3709,,,N,N,N,N,Y,,
A,6,NA,NA,H3,SD_White19_4W,D1_Assay,UNKNOWN,SYBR,None,31.9987,32.2629,0.3736,0.0139,0.012,0.0027,TRUE,0.0748,TRUE,3,28,73.5007,,,,N,N,N,N,N,,
A,6,NA,NA,H4,SD_White19_4W,D1_Assay,UNKNOWN,SYBR,None,32.5271,32.2629,0.3736,0.0101,0.012,0.0027,TRUE,0.0748,TRUE,3,29,73.3517,,,,N,N,N,N,N,,
A,6,NA,NA,H5,DS_Yellow18_1W,S1_Assay,UNKNOWN,SYBR,None,34.1878,34.2622,0.1051,0.0006,0.0006,0,TRUE,0.0776,TRUE,3,31,72.7666,,,,N,N,N,N,N,,
A,6,NA,NA,H6,DS_Yellow18_1W,S1_Assay,UNKNOWN,SYBR,None,34.3365,34.2622,0.1051,0.0006,0.0006,0,TRUE,0.0776,TRUE,3,31,67.9981,78.2803,,,N,N,N,N,Y,,
A,6,NA,NA,H7,DS_Yellow18_1W,D1_Assay,UNKNOWN,SYBR,None,20.2651,20.0218,0.3441,17.3343,20.3171,4.2183,TRUE,0.0748,TRUE,3,16,73.0262,,,,N,N,N,N,N,,
A,6,NA,NA,H8,DS_Yellow18_1W,D1_Assay,UNKNOWN,SYBR,None,19.7785,20.0218,0.3441,23.2999,20.3171,4.2183,TRUE,0.0748,TRUE,3,15,73.0262,,,,N,N,N,N,N,,
A,6,NA,NA,H9,DD_Red20_4W,S1_Assay,UNKNOWN,SYBR,None,34.7659,34.6131,0.2161,0.0005,0.0005,0.0001,TRUE,0.0776,TRUE,3,31,79.8914,,,,N,N,N,N,N,,
A,6,NA,NA,H10,DD_Red20_4W,S1_Assay,UNKNOWN,SYBR,None,34.4603,34.6131,0.2161,0.0005,0.0005,0.0001,TRUE,0.0776,TRUE,3,31,72.8785,79.7422,76.6088,,N,N,N,N,Y,,
A,6,NA,NA,H11,DD_Red20_4W,D1_Assay,UNKNOWN,SYBR,None,24.5442,24.1002,0.6279,1.2864,1.7466,0.6509,TRUE,0.0748,TRUE,3,20,73.7738,,,,N,Y,N,N,N,,
A,6,NA,NA,H12,DD_Red20_4W,D1_Assay,UNKNOWN,SYBR,None,23.6562,24.1002,0.6279,2.2069,1.7466,0.6509,TRUE,0.0748,TRUE,3,19,73.6246,,,,N,Y,N,N,N,,
A,7,NA,NA,A1,A_NTC,A1_Assay,NTC,SYBR,None,32.5931,,,,,,TRUE,0.0563,TRUE,3,29,80.8021,71.258,,,Y,N,N,Y,,,
A,7,NA,NA,A2,A_NTC,A1_Assay,NTC,SYBR,None,31.7395,,,,,,TRUE,0.0563,TRUE,3,28,80.8021,72.0037,,,Y,N,N,Y,,,
A,7,NA,NA,A3,A_e-2,A1_Assay,STANDARD,SYBR,None,31.72,31.4835,0.3345,0.01,,,TRUE,0.0563,TRUE,3,28,81.105,76.9301,72.6061,,N,N,N,Y,,,
A,7,NA,NA,A4,A_e-2,A1_Assay,STANDARD,SYBR,None,31.247,31.4835,0.3345,0.01,,,TRUE,0.0563,TRUE,3,28,80.8068,71.8606,79.0176,,N,N,N,Y,,,
A,7,NA,NA,A5,A_e-1,A1_Assay,STANDARD,SYBR,None,29.6204,29.2565,0.5146,0.1,,,TRUE,0.0563,TRUE,3,26,76.4891,,,,N,Y,N,N,,,
A,7,NA,NA,A6,A_e-1,A1_Assay,STANDARD,SYBR,None,28.8927,29.2565,0.5146,0.1,,,TRUE,0.0563,TRUE,3,25,76.9364,,,,N,Y,N,N,,,
A,7,NA,NA,A7,A_e0,A1_Assay,STANDARD,SYBR,None,26.1824,26.0734,0.154,1,,,TRUE,0.0563,TRUE,3,23,76.7752,,,,N,N,N,N,,,
A,7,NA,NA,A8,A_e0,A1_Assay,STANDARD,SYBR,None,25.9645,26.0734,0.154,1,,,TRUE,0.0563,TRUE,3,23,76.9243,,,,N,N,N,N,,,
A,7,NA,NA,A9,A_e+1,A1_Assay,STANDARD,SYBR,None,22.8404,22.7878,0.0743,10,,,TRUE,0.0563,TRUE,3,19,77.5276,,,,N,N,N,N,,,
A,7,NA,NA,A10,A_e+1,A1_Assay,STANDARD,SYBR,None,22.7353,22.7878,0.0743,10,,,TRUE,0.0563,TRUE,3,19,77.5276,,,,N,N,N,N,,,
A,7,NA,NA,A11,SS_Clear20_0W,A1_Assay,UNKNOWN,SYBR,None,26.2845,25.9553,0.4656,0.7607,1.0188,0.365,TRUE,0.0563,TRUE,3,22,77.2294,,,,N,N,N,N,,,
A,7,NA,NA,A12,SS_Clear20_0W,A1_Assay,UNKNOWN,SYBR,None,25.6261,25.9553,0.4656,1.2769,1.0188,0.365,TRUE,0.0563,TRUE,3,21,77.3785,,,,N,N,N,N,,,
A,7,NA,NA,B1,S_NTC,S1_Assay,NTC,SYBR,None,30.1845,,,,,,TRUE,0.0567,TRUE,3,27,77.9687,,,,Y,N,N,N,,,
A,7,NA,NA,B2,S_NTC,S1_Assay,NTC,SYBR,None,29.8411,,,,,,TRUE,0.0567,TRUE,3,27,72.8984,80.2056,,,Y,N,N,Y,,,
A,7,NA,NA,B3,S_e-2,S1_Assay,STANDARD,SYBR,None,28.8703,28.8453,0.0353,0.01,,,TRUE,0.0567,TRUE,3,26,76.9301,,,,N,N,N,N,,,
A,7,NA,NA,B4,S_e-2,S1_Assay,STANDARD,SYBR,None,28.8203,28.8453,0.0353,0.01,,,TRUE,0.0567,TRUE,3,26,79.3158,,,,N,N,N,N,,,
A,7,NA,NA,B5,S_e-1,S1_Assay,STANDARD,SYBR,None,25.5714,25.7891,0.3078,0.1,,,TRUE,0.0567,TRUE,3,22,79.3222,76.9364,,,N,N,N,Y,,,
A,7,NA,NA,B6,S_e-1,S1_Assay,STANDARD,SYBR,None,26.0068,25.7891,0.3078,0.1,,,TRUE,0.0567,TRUE,3,23,79.3222,,,,N,N,N,N,,,
A,7,NA,NA,B7,S_e0,S1_Assay,STANDARD,SYBR,None,21.8494,22.0066,0.2223,1,,,TRUE,0.0567,TRUE,3,18,79.1606,,,,N,N,N,N,,,
A,7,NA,NA,B8,S_e0,S1_Assay,STANDARD,SYBR,None,22.1638,22.0066,0.2223,1,,,TRUE,0.0567,TRUE,3,19,79.1606,,,,N,N,N,N,,,
A,7,NA,NA,B9,S_e+1,S1_Assay,STANDARD,SYBR,None,17.9146,17.8052,0.1546,10,,,TRUE,0.0567,TRUE,3,15,79.7644,,,,N,N,N,N,,,
A,7,NA,NA,B10,S_e+1,S1_Assay,STANDARD,SYBR,None,17.6959,17.8052,0.1546,10,,,TRUE,0.0567,TRUE,3,14,79.7644,,,,N,N,N,N,,,
A,7,NA,NA,B11,SS_Clear20_0W,S1_Assay,UNKNOWN,SYBR,None,24.2614,24.3079,0.0658,0.2108,0.2049,0.0084,TRUE,0.0567,TRUE,3,21,79.4657,,,,N,N,N,N,,,
A,7,NA,NA,B12,SS_Clear20_0W,S1_Assay,UNKNOWN,SYBR,None,24.3545,24.3079,0.0658,0.1989,0.2049,0.0084,TRUE,0.0567,TRUE,3,20,79.4657,,,,N,N,N,N,,,
A,7,NA,NA,C1,D_NTC,D1_Assay,NTC,SYBR,None,34.4905,,,,,,TRUE,0.1241,TRUE,3,30,77.8196,65.1439,72.8984,,Y,N,N,Y,,,
A,7,NA,NA,C2,D_NTC,D1_Assay,NTC,SYBR,None,33.5559,,,,,,TRUE,0.1241,TRUE,3,29,76.9248,80.2056,66.486,,Y,N,N,Y,,,
A,7,NA,NA,C3,D_e-2,D1_Assay,STANDARD,SYBR,None,32.7887,32.6085,0.2549,0.01,,,TRUE,0.1241,TRUE,3,28,73.0534,78.5703,,,N,N,N,Y,,,
A,7,NA,NA,C4,D_e-2,D1_Assay,STANDARD,SYBR,None,32.4283,32.6085,0.2549,0.01,,,TRUE,0.1241,TRUE,3,28,73.3516,82.7452,78.123,,N,N,N,Y,,,
A,7,NA,NA,C5,D_e-1,D1_Assay,STANDARD,SYBR,None,29.9566,30.0361,0.1125,0.1,,,TRUE,0.1241,TRUE,3,26,72.9104,,,,N,N,N,N,,,
A,7,NA,NA,C6,D_e-1,D1_Assay,STANDARD,SYBR,None,30.1156,30.0361,0.1125,0.1,,,TRUE,0.1241,TRUE,3,26,73.0595,,,,N,N,N,N,,,
A,7,NA,NA,C7,D_e0,D1_Assay,STANDARD,SYBR,None,25.754,26.1866,0.6117,1,,,TRUE,0.1241,TRUE,3,21,72.8989,,,,N,Y,N,N,,,
A,7,NA,NA,C8,D_e0,D1_Assay,STANDARD,SYBR,None,26.6192,26.1866,0.6117,1,,,TRUE,0.1241,TRUE,3,22,72.8989,,,,N,Y,N,N,,,
A,7,NA,NA,C9,D_e+1,D1_Assay,STANDARD,SYBR,None,21.0989,21.1079,0.0126,10,,,TRUE,0.1241,TRUE,3,17,73.6506,,,,N,N,N,N,,,
A,7,NA,NA,C10,D_e+1,D1_Assay,STANDARD,SYBR,None,21.1168,21.1079,0.0126,10,,,TRUE,0.1241,TRUE,3,17,73.5015,,,,N,N,N,N,,,
A,7,NA,NA,C11,SS_Clear20_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1241,TRUE,3,35,77.9749,71.8624,,,N,N,N,Y,,,
A,7,NA,NA,C12,SS_Clear20_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1241,TRUE,3,35,77.9749,73.3532,,,N,N,N,Y,,,
A,7,NA,NA,D1,SD_White21_0W,A1_Assay,UNKNOWN,SYBR,None,Undetermined,25.3036,,,,,TRUE,0.0563,TRUE,1,2,77.074,,,,N,N,N,N,,,
A,7,NA,NA,D2,SD_White21_0W,A1_Assay,UNKNOWN,SYBR,None,25.3036,25.3036,,1.6456,1.6456,,TRUE,0.0563,TRUE,3,17,77.074,,,,N,N,N,N,,,
A,7,NA,NA,D3,SD_White22_0W,A1_Assay,UNKNOWN,SYBR,None,31.3675,31.221,0.2073,0.014,0.0158,0.0026,TRUE,0.0563,TRUE,3,28,77.2283,,,,N,N,N,N,,,
A,7,NA,NA,D4,SD_White22_0W,A1_Assay,UNKNOWN,SYBR,None,31.0744,31.221,0.2073,0.0176,0.0158,0.0026,TRUE,0.0563,TRUE,3,28,77.2283,65.8964,,,N,N,N,Y,,,
A,7,NA,NA,D5,DS_Yellow28_0W,A1_Assay,UNKNOWN,SYBR,None,39.4159,39.4159,,0,0,,TRUE,0.0563,TRUE,3,35,76.7873,60.9815,,,N,N,N,Y,,,
A,7,NA,NA,D6,DS_Yellow28_0W,A1_Assay,UNKNOWN,SYBR,None,Undetermined,39.4159,,,,,TRUE,0.0563,TRUE,3,38,76.34,61.1306,63.3672,,N,N,Y,Y,,,
A,7,NA,NA,D7,DD_Red22_0W,A1_Assay,UNKNOWN,SYBR,None,32.8813,33.126,0.3461,0.0042,0.0036,0.001,TRUE,0.0563,TRUE,3,29,77.3716,,,,N,N,N,N,,,
A,7,NA,NA,D8,DD_Red22_0W,A1_Assay,UNKNOWN,SYBR,None,33.3707,33.126,0.3461,0.0029,0.0036,0.001,TRUE,0.0563,TRUE,3,30,77.3716,,,,N,N,N,N,,,
A,7,NA,NA,D9,SS_Clear20_4W,A1_Assay,UNKNOWN,SYBR,None,26.2226,26.1439,0.1113,0.7986,0.8513,0.0745,TRUE,0.0563,TRUE,3,21,77.2294,,,,N,N,N,N,,,
A,7,NA,NA,D10,SS_Clear20_4W,A1_Assay,UNKNOWN,SYBR,None,26.0652,26.1439,0.1113,0.904,0.8513,0.0745,TRUE,0.0563,TRUE,3,21,77.2294,,,,N,N,N,N,,,
A,7,NA,NA,D11,SD_White21_4W,A1_Assay,UNKNOWN,SYBR,None,20.6912,20.7344,0.061,61.9621,59.9291,2.8751,TRUE,0.0563,TRUE,3,16,77.5276,,,,N,N,N,N,,,
A,7,NA,NA,D12,SD_White21_4W,A1_Assay,UNKNOWN,SYBR,None,20.7775,20.7344,0.061,57.8961,59.9291,2.8751,TRUE,0.0563,TRUE,3,16,77.5276,,,,N,N,N,N,,,
A,7,NA,NA,E1,SD_White21_0W,S1_Assay,UNKNOWN,SYBR,None,31.6404,31.3242,0.4472,0.0021,0.0026,0.0007,TRUE,0.0567,TRUE,3,21,76.7757,72.451,,,N,N,N,Y,,,
A,7,NA,NA,E2,SD_White21_0W,S1_Assay,UNKNOWN,SYBR,None,31.008,31.3242,0.4472,0.0031,0.0026,0.0007,TRUE,0.0567,TRUE,3,21,72.451,76.9248,,,N,N,N,Y,,,
A,7,NA,NA,E3,SD_White22_0W,S1_Assay,UNKNOWN,SYBR,None,12.7257,12.7722,0.0659,281.7923,273.8382,11.2487,TRUE,0.0567,TRUE,3,9,79.7631,,,,N,N,N,N,,,
A,7,NA,NA,E4,SD_White22_0W,S1_Assay,UNKNOWN,SYBR,None,12.8188,12.7722,0.0659,265.8842,273.8382,11.2487,TRUE,0.0567,TRUE,3,9,79.7631,,,,N,N,N,N,,,
A,7,NA,NA,E5,DS_Yellow28_0W,S1_Assay,UNKNOWN,SYBR,None,34.2893,34.285,0.006,0.0004,0.0004,0,TRUE,0.0567,TRUE,3,31,72.6122,,,,N,N,N,N,,,
A,7,NA,NA,E6,DS_Yellow28_0W,S1_Assay,UNKNOWN,SYBR,None,34.2808,34.285,0.006,0.0004,0.0004,0,TRUE,0.0567,TRUE,3,31,75.7435,64.8584,,,N,N,N,Y,,,
A,7,NA,NA,E7,DD_Red22_0W,S1_Assay,UNKNOWN,SYBR,None,31.54,31.1859,0.5008,0.0022,0.0029,0.0009,TRUE,0.0567,TRUE,3,28,73.6443,,,,N,Y,N,N,,,
A,7,NA,NA,E8,DD_Red22_0W,S1_Assay,UNKNOWN,SYBR,None,30.8318,31.1859,0.5008,0.0035,0.0029,0.0009,TRUE,0.0567,TRUE,3,28,76.3279,,,,N,Y,N,N,,,
A,7,NA,NA,E9,SS_Clear20_4W,S1_Assay,UNKNOWN,SYBR,None,28.6079,28.567,0.0578,0.014,0.0144,0.0005,TRUE,0.0567,TRUE,3,23,79.4662,66.1948,77.2294,,N,N,N,Y,,,
A,7,NA,NA,E10,SS_Clear20_4W,S1_Assay,UNKNOWN,SYBR,None,28.5261,28.567,0.0578,0.0147,0.0144,0.0005,TRUE,0.0567,TRUE,3,24,79.4662,65.5983,77.2294,,N,N,N,Y,,,
A,7,NA,NA,E11,SD_White21_4W,S1_Assay,UNKNOWN,SYBR,None,27.1266,27.3682,0.3417,0.0353,0.0307,0.0065,TRUE,0.0567,TRUE,3,22,79.4657,,,,N,N,N,N,,,
A,7,NA,NA,E12,SD_White21_4W,S1_Assay,UNKNOWN,SYBR,None,27.6098,27.3682,0.3417,0.0261,0.0307,0.0065,TRUE,0.0567,TRUE,3,23,79.913,,,,N,N,N,N,,,
A,7,NA,NA,F1,SD_White21_0W,D1_Assay,UNKNOWN,SYBR,None,34.8536,35.9024,1.4832,0.0038,0.0024,0.0019,TRUE,0.1241,TRUE,3,28,73.0475,,,,N,Y,N,N,,,
A,7,NA,NA,F2,SD_White21_0W,D1_Assay,UNKNOWN,SYBR,None,36.9512,35.9024,1.4832,0.0011,0.0024,0.0019,TRUE,0.1241,TRUE,3,28,73.0475,77.6705,,,N,Y,N,Y,,,
A,7,NA,NA,F3,SD_White22_0W,D1_Assay,UNKNOWN,SYBR,None,29.1723,29.161,0.016,0.1148,0.1156,0.0011,TRUE,0.1241,TRUE,3,24,73.5007,,,,N,N,N,N,,,
A,7,NA,NA,F4,SD_White22_0W,D1_Assay,UNKNOWN,SYBR,None,29.1497,29.161,0.016,0.1164,0.1156,0.0011,TRUE,0.1241,TRUE,3,24,73.3516,,,,N,N,N,N,,,
A,7,NA,NA,F5,DS_Yellow28_0W,D1_Assay,UNKNOWN,SYBR,None,23.3023,23.3841,0.1157,3.8953,3.7131,0.2576,TRUE,0.1241,TRUE,3,18,73.2086,,,,N,N,N,N,,,
A,7,NA,NA,F6,DS_Yellow28_0W,D1_Assay,UNKNOWN,SYBR,None,23.4659,23.3841,0.1157,3.5309,3.7131,0.2576,TRUE,0.1241,TRUE,3,18,73.0595,,,,N,N,N,N,,,
A,7,NA,NA,F7,DD_Red22_0W,D1_Assay,UNKNOWN,SYBR,None,18.271,18.2731,0.0029,79.8829,79.7833,0.1408,TRUE,0.1241,TRUE,3,14,73.048,,,,N,N,N,N,,,
A,7,NA,NA,F8,DD_Red22_0W,D1_Assay,UNKNOWN,SYBR,None,18.2752,18.2731,0.0029,79.6837,79.7833,0.1408,TRUE,0.1241,TRUE,3,14,73.048,,,,N,N,N,N,,,
A,7,NA,NA,F9,SS_Clear20_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1241,TRUE,3,39,77.975,,,,N,N,Y,N,,,
A,7,NA,NA,F10,SS_Clear20_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1241,TRUE,3,39,77.975,66.0456,,,N,N,Y,Y,,,
A,7,NA,NA,F11,SD_White21_4W,D1_Assay,UNKNOWN,SYBR,None,31.594,31.5003,0.1325,0.0268,0.0284,0.0023,TRUE,0.1241,TRUE,3,26,73.0551,79.3166,,,N,N,N,Y,,,
A,7,NA,NA,F12,SD_White21_4W,D1_Assay,UNKNOWN,SYBR,None,31.4066,31.5003,0.1325,0.03,0.0284,0.0023,TRUE,0.1241,TRUE,3,26,73.3532,79.0184,,,N,N,N,Y,,,
A,7,NA,NA,G1,SD_White22_4W,A1_Assay,UNKNOWN,SYBR,None,31.0138,30.684,0.4663,0.0184,0.0247,0.0089,TRUE,0.0563,TRUE,3,27,77.5213,,,,N,N,N,N,,,
A,7,NA,NA,G2,SD_White22_4W,A1_Assay,UNKNOWN,SYBR,None,30.3543,30.684,0.4663,0.031,0.0247,0.0089,TRUE,0.0563,TRUE,3,27,77.8196,,,,N,N,N,N,,,
A,7,NA,NA,G3,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,7,NA,NA,G4,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,7,NA,NA,G5,DS_Yellow28_1W,A1_Assay,UNKNOWN,SYBR,None,Undetermined,37.0461,,,,,TRUE,0.0563,TRUE,3,35,71.8666,61.2797,,,N,N,N,Y,,,
A,7,NA,NA,G6,DS_Yellow28_1W,A1_Assay,UNKNOWN,SYBR,None,37.0461,37.0461,,0.0002,0.0002,,TRUE,0.0563,TRUE,3,34,77.9802,63.9637,,,N,N,N,Y,,,
A,7,NA,NA,G7,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,7,NA,NA,G8,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,7,NA,NA,G9,DD_Red22_4W,A1_Assay,UNKNOWN,SYBR,None,34.1308,35.4405,1.8522,0.0016,0.0009,0.001,TRUE,0.0563,TRUE,3,31,78.1241,71.7121,,,N,Y,N,Y,,,
A,7,NA,NA,G10,DD_Red22_4W,A1_Assay,UNKNOWN,SYBR,None,36.7502,35.4405,1.8522,0.0002,0.0009,0.001,TRUE,0.0563,TRUE,3,34,77.6768,63.8089,71.8612,,N,Y,N,Y,,,
A,7,NA,NA,G11,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,7,NA,NA,G12,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,7,NA,NA,H1,SD_White22_4W,S1_Assay,UNKNOWN,SYBR,None,14.6808,14.6382,0.0602,83.2001,85.4699,3.21,TRUE,0.0567,TRUE,3,11,79.6091,,,,N,N,N,N,,,
A,7,NA,NA,H2,SD_White22_4W,S1_Assay,UNKNOWN,SYBR,None,14.5956,14.6382,0.0602,87.7398,85.4699,3.21,TRUE,0.0567,TRUE,3,10,79.46,,,,N,N,N,N,,,
A,7,NA,NA,H3,SD_White22_4W,D1_Assay,UNKNOWN,SYBR,None,34.6522,34.3925,0.3673,0.0043,0.0051,0.0011,TRUE,0.1241,TRUE,3,30,73.6498,,,,N,N,N,N,,,
