Experiment,Plate,Colony,Orientation,Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL,MTP,,
A,3,NA,NA,F9,SS_Clear09_4W,D1_Assay,UNKNOWN,SYBR,None,36.9779,36.9875,0.0135,0.0003,0.0003,0,TRUE,0.0247,TRUE,3,34,73.6355,78.2605,67.0711,,N,N,N,Y,,,
A,3,NA,NA,F10,SS_Clear09_4W,D1_Assay,UNKNOWN,SYBR,None,36.9971,36.9875,0.0135,0.0003,0.0003,0,TRUE,0.0247,TRUE,3,34,73.6355,78.2605,66.3251,,N,N,N,Y,,,
A,3,NA,NA,F11,SD_White18_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0247,TRUE,3,39,64.832,78.8553,,,N,N,Y,Y,,,
A,3,NA,NA,F12,SD_White18_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0247,TRUE,3,39,65.2796,79.0045,89.4474,,N,N,Y,Y,,,
A,3,NA,NA,G1,DS_Yellow23_1W,A1_Assay,UNKNOWN,SYBR,None,35.6629,36.3264,0.9383,0.0004,0.0002,0.0002,TRUE,0.0288,TRUE,3,33,77.0622,64.6791,,,N,Y,N,Y,,,
A,3,NA,NA,G2,DS_Yellow23_1W,A1_Assay,UNKNOWN,SYBR,None,36.9899,36.3264,0.9383,0.0001,0.0002,0.0002,TRUE,0.0288,TRUE,3,35,76.3163,63.9332,,,N,Y,N,Y,,,
A,3,NA,NA,G3,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,3,NA,NA,G4,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,3,NA,NA,G5,DD_Red15_4W,A1_Assay,UNKNOWN,SYBR,None,35.5123,35.2337,0.394,0.0004,0.0005,0.0001,TRUE,0.0288,TRUE,3,33,77.8184,64.5385,,,N,N,N,Y,,,
A,3,NA,NA,G6,DD_Red15_4W,A1_Assay,UNKNOWN,SYBR,None,34.9551,35.2337,0.394,0.0006,0.0005,0.0001,TRUE,0.0288,TRUE,3,32,77.0724,64.6877,,,N,N,N,Y,,,
A,3,NA,NA,G7,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,3,NA,NA,G8,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
C,3,NA,NA,G9,SD_White14_2W,A1_Assay,UNKNOWN,SYBR,None,25.3371,25.3107,0.0374,0.7076,0.7216,0.0199,TRUE,0.0288,TRUE,3,22,77.5145,,,,N,N,N,N,,,
C,3,NA,NA,G10,SD_White14_2W,A1_Assay,UNKNOWN,SYBR,None,25.2842,25.3107,0.0374,0.7357,0.7216,0.0199,TRUE,0.0288,TRUE,3,22,77.5145,,,,N,N,N,N,,,
A,3,NA,NA,G11,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,3,NA,NA,G12,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,
A,3,NA,NA,H1,DS_Yellow23_1W,S1_Assay,UNKNOWN,SYBR,None,28.6741,28.8201,0.2065,0.0094,0.0087,0.0011,TRUE,0.0292,TRUE,3,26,79.5985,72.4372,76.7638,,N,N,N,Y,,,
A,3,NA,NA,H2,DS_Yellow23_1W,S1_Assay,UNKNOWN,SYBR,None,28.9661,28.8201,0.2065,0.0079,0.0087,0.0011,TRUE,0.0292,TRUE,3,27,79.4493,,,,N,N,N,N,,,
A,3,NA,NA,H3,DS_Yellow23_1W,D1_Assay,UNKNOWN,SYBR,None,27.2606,26.9881,0.3854,0.0892,0.1061,0.0238,TRUE,0.0247,TRUE,3,25,73.7841,,,,N,N,N,N,,,
A,3,NA,NA,H4,DS_Yellow23_1W,D1_Assay,UNKNOWN,SYBR,None,26.7156,26.9881,0.3854,0.1229,0.1061,0.0238,TRUE,0.0247,TRUE,3,25,73.7841,,,,N,N,N,N,,,
A,3,NA,NA,H5,DD_Red15_4W,S1_Assay,UNKNOWN,SYBR,None,29.7035,29.535,0.2382,0.0051,0.0056,0.0008,TRUE,0.0292,TRUE,3,27,72.7452,79.3105,76.6247,,N,N,N,Y,,,
A,3,NA,NA,H6,DD_Red15_4W,S1_Assay,UNKNOWN,SYBR,None,29.3666,29.535,0.2382,0.0062,0.0056,0.0008,TRUE,0.0292,TRUE,3,27,79.3105,72.7452,,,N,N,N,Y,,,
A,3,NA,NA,H7,DD_Red15_4W,D1_Assay,UNKNOWN,SYBR,None,18.4877,18.6352,0.2086,15.5674,14.3272,1.7538,TRUE,0.0247,TRUE,3,16,73.1843,,,,N,N,N,N,,,
A,3,NA,NA,H8,DD_Red15_4W,D1_Assay,UNKNOWN,SYBR,None,18.7826,18.6352,0.2086,13.0871,14.3272,1.7538,TRUE,0.0247,TRUE,3,16,73.1843,,,,N,N,N,N,,,
C,3,NA,NA,H9,SD_White14_2W,S1_Assay,UNKNOWN,SYBR,None,19.1347,19.1428,0.0114,3.085,3.07,0.0213,TRUE,0.0292,TRUE,3,15,77.3653,79.6032,,,N,N,N,Y,,,
C,3,NA,NA,H10,SD_White14_2W,S1_Assay,UNKNOWN,SYBR,None,19.1508,19.1428,0.0114,3.0549,3.07,0.0213,TRUE,0.0292,TRUE,3,15,77.3653,79.6032,,,N,N,N,Y,,,
C,3,NA,NA,H11,SD_White14_2W,D1_Assay,UNKNOWN,SYBR,None,34.6593,34.3433,0.4469,0.0011,0.0014,0.0004,TRUE,0.0247,TRUE,3,30,71.9928,,,,N,N,N,N,,,
C,3,NA,NA,H12,SD_White14_2W,D1_Assay,UNKNOWN,SYBR,None,34.0273,34.3433,0.4469,0.0017,0.0014,0.0004,TRUE,0.0247,TRUE,3,29,72.142,,,,N,N,N,N,,,
A,4,NA,NA,A1,A_NTC,A1_Assay,NTC,SYBR,None,33.8063,,,,,,TRUE,0.1476,TRUE,3,29,80.9503,71.7086,,,Y,N,N,N,Y,,
A,4,NA,NA,A2,A_NTC,A1_Assay,NTC,SYBR,None,32.9851,,,,,,TRUE,0.1476,TRUE,3,28,72.0067,80.6522,,,Y,N,N,N,Y,,
A,4,NA,NA,A3,A_e-2,A1_Assay,STANDARD,SYBR,None,33.4718,33.4882,0.0233,0.01,,,TRUE,0.1476,TRUE,3,29,73.5026,78.272,83.0414,,N,N,N,N,Y,,
A,4,NA,NA,A4,A_e-2,A1_Assay,STANDARD,SYBR,None,33.5047,33.4882,0.0233,0.01,,,TRUE,0.1476,TRUE,3,29,77.8249,83.3395,72.4593,,N,N,N,N,Y,,
A,4,NA,NA,A5,A_e-1,A1_Assay,STANDARD,SYBR,None,30.4297,30.2216,0.2943,0.1,,,TRUE,0.1476,TRUE,3,26,77.0883,,,,N,N,N,N,N,,
A,4,NA,NA,A6,A_e-1,A1_Assay,STANDARD,SYBR,None,30.0135,30.2216,0.2943,0.1,,,TRUE,0.1476,TRUE,3,25,76.3431,,,,N,N,N,N,N,,
A,4,NA,NA,A7,A_e0,A1_Assay,STANDARD,SYBR,None,27.1299,27.1139,0.0226,1,,,TRUE,0.1476,TRUE,3,22,76.7786,,,,N,N,N,N,N,,
A,4,NA,NA,A8,A_e0,A1_Assay,STANDARD,SYBR,None,27.0979,27.1139,0.0226,1,,,TRUE,0.1476,TRUE,3,22,76.7786,,,,N,N,N,N,N,,
A,4,NA,NA,A9,A_e+1,A1_Assay,STANDARD,SYBR,None,24.2365,24.211,0.036,10,,,TRUE,0.1476,TRUE,3,19,77.6785,,,,N,N,N,N,N,,
A,4,NA,NA,A10,A_e+1,A1_Assay,STANDARD,SYBR,None,24.1855,24.211,0.036,10,,,TRUE,0.1476,TRUE,3,19,77.6785,,,,N,N,N,N,N,,
A,4,NA,NA,A11,SS_Clear18_0W,A1_Assay,UNKNOWN,SYBR,None,31.7886,31.5999,0.2668,0.0332,0.0385,0.0076,TRUE,0.1476,TRUE,3,27,77.078,,,,N,N,N,N,N,,
A,4,NA,NA,A12,SS_Clear18_0W,A1_Assay,UNKNOWN,SYBR,None,31.4112,31.5999,0.2668,0.0439,0.0385,0.0076,TRUE,0.1476,TRUE,3,25,77.078,,,,N,N,N,N,N,,
A,4,NA,NA,B1,S_NTC,S1_Assay,NTC,SYBR,None,31.8458,,,,,,TRUE,0.1724,TRUE,3,27,73.3483,,,,Y,N,N,N,N,,
A,4,NA,NA,B2,S_NTC,S1_Assay,NTC,SYBR,None,32.2723,,,,,,TRUE,0.1724,TRUE,3,27,73.9445,,,,Y,N,N,N,N,,
A,4,NA,NA,B3,S_e-2,S1_Assay,STANDARD,SYBR,None,31.1794,30.9019,0.3925,0.01,,,TRUE,0.1724,TRUE,3,26,73.0554,79.6134,77.3777,,N,N,N,N,Y,,
A,4,NA,NA,B4,S_e-2,S1_Assay,STANDARD,SYBR,None,30.6243,30.9019,0.3925,0.01,,,TRUE,0.1724,TRUE,3,26,79.6134,73.3535,,,N,N,N,N,Y,,
A,4,NA,NA,B5,S_e-1,S1_Assay,STANDARD,SYBR,None,27.9997,27.3657,0.8967,0.1,,,TRUE,0.1724,TRUE,3,23,79.3242,,,,N,Y,N,N,N,,
A,4,NA,NA,B6,S_e-1,S1_Assay,STANDARD,SYBR,None,26.7316,27.3657,0.8967,0.1,,,TRUE,0.1724,TRUE,3,22,79.3242,,,,N,Y,N,N,N,,
A,4,NA,NA,B7,S_e0,S1_Assay,STANDARD,SYBR,None,23.7545,23.609,0.2057,1,,,TRUE,0.1724,TRUE,3,19,79.3124,,,,N,N,N,N,N,,
A,4,NA,NA,B8,S_e0,S1_Assay,STANDARD,SYBR,None,23.4636,23.609,0.2057,1,,,TRUE,0.1724,TRUE,3,19,79.3124,,,,N,N,N,N,N,,
A,4,NA,NA,B9,S_e+1,S1_Assay,STANDARD,SYBR,None,19.381,19.3528,0.0399,10,,,TRUE,0.1724,TRUE,3,15,79.9143,,,,N,N,N,N,N,,
A,4,NA,NA,B10,S_e+1,S1_Assay,STANDARD,SYBR,None,19.3246,19.3528,0.0399,10,,,TRUE,0.1724,TRUE,3,15,79.9143,,,,N,N,N,N,N,,
A,4,NA,NA,B11,SS_Clear18_0W,S1_Assay,UNKNOWN,SYBR,None,19.5118,19.4687,0.0611,10.2119,10.4832,0.3837,TRUE,0.1724,TRUE,3,14,79.6121,,,,N,N,N,N,N,,
A,4,NA,NA,B12,SS_Clear18_0W,S1_Assay,UNKNOWN,SYBR,None,19.4255,19.4687,0.0611,10.7546,10.4832,0.3837,TRUE,0.1724,TRUE,3,13,79.6121,,,,N,N,N,N,N,,
A,4,NA,NA,C1,D_NTC,D1_Assay,NTC,SYBR,None,34.6003,,,,,,TRUE,0.0524,TRUE,3,32,77.0747,,,,Y,N,N,N,N,,
A,4,NA,NA,C2,D_NTC,D1_Assay,NTC,SYBR,None,37.1018,,,,,,TRUE,0.0524,TRUE,3,34,63.9576,83.9314,,,N,N,N,N,Y,,
A,4,NA,NA,C3,D_e-2,D1_Assay,STANDARD,SYBR,None,30.7364,31.011,0.3884,0.01,,,TRUE,0.0524,TRUE,3,28,73.3535,,,,N,N,N,N,N,,
A,4,NA,NA,C4,D_e-2,D1_Assay,STANDARD,SYBR,None,31.2857,31.011,0.3884,0.01,,,TRUE,0.0524,TRUE,3,28,73.3535,79.3153,,,N,N,N,N,Y,,
A,4,NA,NA,C5,D_e-1,D1_Assay,STANDARD,SYBR,None,29.4198,28.7777,0.9081,0.1,,,TRUE,0.0524,TRUE,3,26,73.0638,,,,N,Y,N,N,N,,
A,4,NA,NA,C6,D_e-1,D1_Assay,STANDARD,SYBR,None,28.1356,28.7777,0.9081,0.1,,,TRUE,0.0524,TRUE,3,25,73.0638,,,,N,Y,N,N,N,,
A,4,NA,NA,C7,D_e0,D1_Assay,STANDARD,SYBR,None,24.9048,24.9165,0.0165,1,,,TRUE,0.0524,TRUE,3,22,73.0523,,,,N,N,N,N,N,,
A,4,NA,NA,C8,D_e0,D1_Assay,STANDARD,SYBR,None,24.9282,24.9165,0.0165,1,,,TRUE,0.0524,TRUE,3,22,72.9032,,,,N,N,N,N,N,,
A,4,NA,NA,C9,D_e+1,D1_Assay,STANDARD,SYBR,None,19.7337,19.6655,0.0964,10,,,TRUE,0.0524,TRUE,3,16,73.6541,,,,N,N,N,N,N,,
A,4,NA,NA,C10,D_e+1,D1_Assay,STANDARD,SYBR,None,19.5973,19.6655,0.0964,10,,,TRUE,0.0524,TRUE,3,16,73.6541,,,,N,N,N,N,N,,
A,4,NA,NA,C11,SS_Clear18_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,77.9724,65.6001,,,N,N,N,Y,Y,,
A,4,NA,NA,C12,SS_Clear18_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,77.8233,66.7926,,,N,N,N,Y,Y,,
A,4,NA,NA,D1,SS_Clear25_0W,A1_Assay,UNKNOWN,SYBR,None,6.8901,8.5346,2.3258,3700725.75,2010378.375,2390512,TRUE,0.1476,TRUE,1,2,77.5219,,,,N,Y,N,N,N,,
A,4,NA,NA,D2,SS_Clear25_0W,A1_Assay,UNKNOWN,SYBR,None,10.1792,8.5346,2.3258,320031.0938,2010378.375,2390512,TRUE,0.1476,TRUE,1,2,77.3729,,,,N,Y,N,N,N,,
A,4,NA,NA,D3,SD_White20_0W,A1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1476,TRUE,3,39,63.6656,,,,N,N,Y,Y,N,,
A,4,NA,NA,D4,SD_White20_0W,A1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1476,TRUE,3,39,63.8147,,,,N,N,Y,Y,N,,
A,4,NA,NA,D5,DS_Yellow25_0W,A1_Assay,UNKNOWN,SYBR,None,35.8781,35.9306,0.0743,0.0016,0.0015,0.0001,TRUE,0.1476,TRUE,3,31,78.1318,65.3128,,,N,N,N,N,Y,,
A,4,NA,NA,D6,DS_Yellow25_0W,A1_Assay,UNKNOWN,SYBR,None,35.9832,35.9306,0.0743,0.0015,0.0015,0.0001,TRUE,0.1476,TRUE,3,31,77.2374,71.2751,,,N,N,N,N,Y,,
A,4,NA,NA,D7,DD_Red09_0W,A1_Assay,UNKNOWN,SYBR,None,36.9619,36.7915,0.241,0.0007,0.0008,0.0001,TRUE,0.1476,TRUE,3,32,76.3314,64.4073,,,N,N,N,N,Y,,
A,4,NA,NA,D8,DD_Red09_0W,A1_Assay,UNKNOWN,SYBR,None,36.6211,36.7915,0.241,0.0009,0.0008,0.0001,TRUE,0.1476,TRUE,3,32,77.3748,65.8978,,,N,N,N,N,Y,,
A,4,NA,NA,D9,SS_Clear18_4W,A1_Assay,UNKNOWN,SYBR,None,28.5876,28.632,0.0627,0.3591,0.3477,0.0162,TRUE,0.1476,TRUE,3,24,76.6352,,,,N,N,N,N,N,,
A,4,NA,NA,D10,SS_Clear18_4W,A1_Assay,UNKNOWN,SYBR,None,28.6764,28.632,0.0627,0.3362,0.3477,0.0162,TRUE,0.1476,TRUE,3,23,76.6352,,,,N,N,N,N,N,,
A,4,NA,NA,D11,SS_Clear25_4W,A1_Assay,UNKNOWN,SYBR,None,29.586,29.539,0.0665,0.1708,0.177,0.0088,TRUE,0.1476,TRUE,3,25,77.078,,,,N,N,N,N,N,,
A,4,NA,NA,D12,SS_Clear25_4W,A1_Assay,UNKNOWN,SYBR,None,29.492,29.539,0.0665,0.1832,0.177,0.0088,TRUE,0.1476,TRUE,3,25,77.078,,,,N,N,N,N,N,,
A,4,NA,NA,E1,SS_Clear25_0W,S1_Assay,UNKNOWN,SYBR,None,8.89,10.0136,1.589,5956.3613,3752.2727,3117.052,TRUE,0.1724,TRUE,1,2,79.4597,,,,N,Y,N,N,N,,
A,4,NA,NA,E2,SS_Clear25_0W,S1_Assay,UNKNOWN,SYBR,None,11.1372,10.0136,1.589,1548.1842,3752.2727,3117.052,TRUE,0.1724,TRUE,1,2,79.4597,,,,N,Y,N,N,N,,
A,4,NA,NA,E3,SD_White20_0W,S1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1724,TRUE,3,39,63.8147,,,,N,N,Y,Y,N,,
A,4,NA,NA,E4,SD_White20_0W,S1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1724,TRUE,3,39,64.1128,,,,N,N,Y,Y,N,,
A,4,NA,NA,E5,DS_Yellow25_0W,S1_Assay,UNKNOWN,SYBR,None,32.0902,32.0239,0.0938,0.0054,0.0056,0.0003,TRUE,0.1724,TRUE,3,27,72.7657,,,,N,N,N,N,N,,
A,4,NA,NA,E6,DS_Yellow25_0W,S1_Assay,UNKNOWN,SYBR,None,31.9576,32.0239,0.0938,0.0059,0.0056,0.0003,TRUE,0.1724,TRUE,3,27,73.0638,,,,N,N,N,N,N,,
A,4,NA,NA,E7,DD_Red09_0W,S1_Assay,UNKNOWN,SYBR,None,28.9358,28.945,0.0131,0.0359,0.0357,0.0003,TRUE,0.1724,TRUE,3,24,79.1634,72.307,76.3314,,N,N,N,N,Y,,
A,4,NA,NA,E8,DD_Red09_0W,S1_Assay,UNKNOWN,SYBR,None,28.9543,28.945,0.0131,0.0355,0.0357,0.0003,TRUE,0.1724,TRUE,3,24,79.1634,72.307,76.4805,,N,N,N,N,Y,,
A,4,NA,NA,E9,SS_Clear18_4W,S1_Assay,UNKNOWN,SYBR,None,33.2844,32.8622,0.5971,0.0026,0.0035,0.0012,TRUE,0.1724,TRUE,3,28,72.7598,,,,N,Y,N,N,N,,
A,4,NA,NA,E10,SS_Clear18_4W,S1_Assay,UNKNOWN,SYBR,None,32.4399,32.8622,0.5971,0.0044,0.0035,0.0012,TRUE,0.1724,TRUE,3,27,73.6541,,,,N,Y,N,N,N,,
A,4,NA,NA,E11,SS_Clear25_4W,S1_Assay,UNKNOWN,SYBR,None,22.5193,21.9587,0.7928,1.6826,2.489,1.1405,TRUE,0.1724,TRUE,3,17,77.078,79.6121,,,N,Y,N,N,Y,,
A,4,NA,NA,E12,SS_Clear25_4W,S1_Assay,UNKNOWN,SYBR,None,21.3981,21.9587,0.7928,3.2955,2.489,1.1405,TRUE,0.1724,TRUE,3,15,79.7611,77.078,72.0098,,N,Y,N,N,Y,,
A,4,NA,NA,F1,SS_Clear25_0W,D1_Assay,UNKNOWN,SYBR,None,30.3015,29.8335,0.6618,0.0245,0.0339,0.0133,TRUE,0.0524,TRUE,3,17,73.0502,,,,N,Y,N,N,N,,
A,4,NA,NA,F2,SS_Clear25_0W,D1_Assay,UNKNOWN,SYBR,None,29.3655,29.8335,0.6618,0.0433,0.0339,0.0133,TRUE,0.0524,TRUE,3,17,72.9011,77.5219,,,N,Y,N,N,Y,,
A,4,NA,NA,F3,SD_White20_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,63.6656,,,,N,N,Y,Y,N,,
A,4,NA,NA,F4,SD_White20_0W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,64.1128,,,,N,N,Y,Y,N,,
A,4,NA,NA,F5,DS_Yellow25_0W,D1_Assay,UNKNOWN,SYBR,None,17.8953,17.8341,0.0865,46.032,47.8078,2.5113,TRUE,0.0524,TRUE,3,15,73.2128,,,,N,N,N,N,N,,
A,4,NA,NA,F6,DS_Yellow25_0W,D1_Assay,UNKNOWN,SYBR,None,17.773,17.8341,0.0865,49.5836,47.8078,2.5113,TRUE,0.0524,TRUE,3,14,73.2128,,,,N,N,N,N,N,,
A,4,NA,NA,F7,DD_Red09_0W,D1_Assay,UNKNOWN,SYBR,None,18.8648,18.9941,0.1829,25.5401,23.6834,2.6259,TRUE,0.0524,TRUE,3,15,73.0523,,,,N,N,N,N,N,,
A,4,NA,NA,F8,DD_Red09_0W,D1_Assay,UNKNOWN,SYBR,None,19.1234,18.9941,0.1829,21.8266,23.6834,2.6259,TRUE,0.0524,TRUE,3,15,73.0523,,,,N,N,N,N,N,,
A,4,NA,NA,F9,SS_Clear18_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,78.1257,66.7978,,,N,N,N,Y,Y,,
A,4,NA,NA,F10,SS_Clear18_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,78.2747,66.0525,,,N,N,N,Y,Y,,
A,4,NA,NA,F11,SS_Clear25_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,64.5566,78.8667,,,N,N,N,Y,Y,,
A,4,NA,NA,F12,SS_Clear25_4W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.0524,TRUE,3,39,64.8548,78.8667,69.3267,,N,N,N,Y,Y,,
A,4,NA,NA,G1,SD_White20_4W,A1_Assay,UNKNOWN,SYBR,None,23.6074,23.6468,0.0557,14.6202,14.2041,0.5886,TRUE,0.1476,TRUE,3,17,77.2238,,,,N,N,N,N,N,,
A,4,NA,NA,G2,SD_White20_4W,A1_Assay,UNKNOWN,SYBR,None,23.6862,23.6468,0.0557,13.7879,14.2041,0.5886,TRUE,0.1476,TRUE,3,18,77.0747,,,,N,N,N,N,N,,
A,4,NA,NA,G3,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,4,NA,NA,G4,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,4,NA,NA,G5,DS_Yellow25_1W,A1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1476,TRUE,3,39,61.4373,,,,N,N,Y,Y,N,,
A,4,NA,NA,G6,DS_Yellow25_1W,A1_Assay,UNKNOWN,SYBR,None,Undetermined,,,,,,TRUE,0.1476,TRUE,3,39,60.9901,63.375,,,N,N,Y,Y,Y,,
A,4,NA,NA,G7,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,4,NA,NA,G8,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,4,NA,NA,G9,DD_Red09_4W,A1_Assay,UNKNOWN,SYBR,None,35.9819,36.4793,0.7034,0.0015,0.0011,0.0005,TRUE,0.1476,TRUE,3,31,77.3804,65.3073,,,N,Y,N,N,Y,,
A,4,NA,NA,G10,DD_Red09_4W,A1_Assay,UNKNOWN,SYBR,None,36.9767,36.4793,0.7034,0.0007,0.0011,0.0005,TRUE,0.1476,TRUE,3,32,77.3804,64.8601,,,N,Y,N,N,Y,,
A,4,NA,NA,G11,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,4,NA,NA,G12,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,
A,4,NA,NA,H1,SD_White20_4W,S1_Assay,UNKNOWN,SYBR,None,26.4989,26.4981,0.0011,0.1548,0.1548,0.0001,TRUE,0.1724,TRUE,3,21,79.3106,77.0747,,,N,N,N,N,Y,,
A,4,NA,NA,H2,SD_White20_4W,S1_Assay,UNKNOWN,SYBR,None,26.4974,26.4981,0.0011,0.1549,0.1548,0.0001,TRUE,0.1724,TRUE,3,21,79.4597,76.9257,,,N,N,N,N,Y,,
A,4,NA,NA,H3,SD_White20_4W,D1_Assay,UNKNOWN,SYBR,None,31.2912,31.1177,0.2454,0.0134,0.015,0.0022,TRUE,0.0524,TRUE,3,27,73.5026,,,,N,N,N,N,N,,
A,4,NA,NA,H4,SD_White20_4W,D1_Assay,UNKNOWN,SYBR,None,30.9442,31.1177,0.2454,0.0166,0.015,0.0022,TRUE,0.0524,TRUE,3,27,73.3535,79.4644,,,N,N,N,N,Y,,
A,4,NA,NA,H5,DS_Yellow25_1W,S1_Assay,UNKNOWN,SYBR,None,36.8845,36.8845,,0.0003,0.0003,,TRUE,0.1724,TRUE,3,32,72.7657,,,,N,N,N,N,N,,
A,4,NA,NA,H6,DS_Yellow25_1W,S1_Assay,UNKNOWN,SYBR,None,Undetermined,36.8845,,,,,TRUE,0.1724,TRUE,3,39,64.8656,,,,N,N,N,Y,N,,
A,4,NA,NA,H7,DS_Yellow25_1W,D1_Assay,UNKNOWN,SYBR,None,Undetermined,39.3693,,,,,TRUE,0.0524,TRUE,3,35,72.9032,65.1526,,,N,N,N,N,Y,,
A,4,NA,NA,H8,DS_Yellow25_1W,D1_Assay,UNKNOWN,SYBR,None,39.3693,39.3693,,0.0001,0.0001,,TRUE,0.0524,TRUE,3,35,73.0523,65.3016,,,N,N,N,N,Y,,
A,4,NA,NA,H9,DD_Red09_4W,S1_Assay,UNKNOWN,SYBR,None,31.7805,32.041,0.3684,0.0065,0.0056,0.0012,TRUE,0.1724,TRUE,3,27,79.9143,73.207,,,N,N,N,N,Y,,
A,4,NA,NA,H10,DD_Red09_4W,S1_Assay,UNKNOWN,SYBR,None,32.3015,32.041,0.3684,0.0048,0.0056,0.0012,TRUE,0.1724,TRUE,3,27,73.356,79.7652,,,N,N,N,N,Y,,
A,4,NA,NA,H11,DD_Red09_4W,D1_Assay,UNKNOWN,SYBR,None,15.5274,15.4753,0.0736,194.0413,200.3796,8.9637,TRUE,0.0524,TRUE,3,12,73.7986,,,,N,N,N,N,N,,
A,4,NA,NA,H12,DD_Red09_4W,D1_Assay,UNKNOWN,SYBR,None,15.4232,15.4753,0.0736,206.7178,200.3796,8.9637,TRUE,0.0524,TRUE,3,11,73.7986,,,,N,N,N,N,N,,
A,5,NA,NA,A1,A_NTC,A1_Assay,NTC,SYBR,None,30.5627,,,,,,TRUE,0.0869,TRUE,3,26,82.7258,,,,Y,N,N,N,N,,
A,5,NA,NA,A2,A_NTC,A1_Assay,NTC,SYBR,None,30.4531,,,,,,TRUE,0.0869,TRUE,3,27,83.0241,73.1826,,,Y,N,N,N,Y,,
A,5,NA,NA,A3,A_e-2,A1_Assay,STANDARD,SYBR,None,29.9848,29.6929,0.4129,0.01,,,TRUE,0.0869,TRUE,3,26,82.4314,77.9581,,,N,N,N,N,Y,,
A,5,NA,NA,A4,A_e-2,A1_Assay,STANDARD,SYBR,None,29.4009,29.6929,0.4129,0.01,,,TRUE,0.0869,TRUE,3,26,80.7912,,,,N,N,N,N,N,,
A,5,NA,NA,A5,A_e-1,A1_Assay,STANDARD,SYBR,None,27.1692,26.8285,0.4819,0.1,,,TRUE,0.0869,TRUE,3,23,78.2629,,,,N,N,N,N,N,,
A,5,NA,NA,A6,A_e-1,A1_Assay,STANDARD,SYBR,None,26.4877,26.8285,0.4819,0.1,,,TRUE,0.0869,TRUE,3,22,78.7103,,,,N,N,N,N,N,,
A,5,NA,NA,A7,A_e0,A1_Assay,STANDARD,SYBR,None,24.1697,24.2199,0.0709,1,,,TRUE,0.0869,TRUE,3,20,79.5974,,,,N,N,N,N,N,,
A,5,NA,NA,A8,A_e0,A1_Assay,STANDARD,SYBR,None,24.27,24.2199,0.0709,1,,,TRUE,0.0869,TRUE,3,20,79.001,,,,N,N,N,N,N,,
A,5,NA,NA,A9,A_e+1,A1_Assay,STANDARD,SYBR,None,,,,,,,TRUE,0.0869,TRUE,3,20,,,,,N,N,N,N,N,,
A,5,NA,NA,A10,A_e+1,A1_Assay,STANDARD,SYBR,None,,,,,,,TRUE,0.0869,TRUE,3,20,,,,,N,N,N,N,N,,
A,5,NA,NA,A11,SS_Clear10_0W,A1_Assay,UNKNOWN,SYBR,None,31.6,31.0074,0.838,0.0019,0.0036,0.0023,TRUE,0.0869,TRUE,3,27,78.4033,,,,N,Y,N,N,N,,
